name;open;high;low;close;volume;marketCap;timestamp
2790;0.0884673924;2.5095101112;0.0812833201;1.8508356004;17097860.1031887;186398545.20849192;01/08/2017
2790;1.8489166599;2.4030278362;0.4406516441;1.0866745222;5202023.849512933;107791400.738999;01/09/2017
2790;1.0871825644;1.7359319652;0.9328085311;1.1269442513;2876015.916017609;110052904.21605147;01/10/2017
2790;1.1459617346;1.8695013747;1.0275179965;1.6788314901;27087374.47429405;169709027.1907991;01/11/2017
2790;1.6783913518;9.5048358569;1.6130945865;7.1951175328;62975209.2788704;718644577.3407295;01/12/2017
2790;7.1900766147;20.6825237345;6.6321305996;8.97270788;42022162.97283786;919439285.1191468;01/01/2018
2790;9.0031410308;9.5692864833;4.5216126918;8.5608135791;55602770.6185567;832416184.6005155;01/02/2018
2790;8.5711240573;12.0141691316;5.8284426832;8.9732161513;73220922.06726825;898022052.9942576;01/03/2018
2790;9.0511324498;13.0273214391;8.4232608661;11.8487460969;67986202.41863485;1324706069.4586477;01/04/2018
2790;11.8508154573;13.7473522723;10.0680490403;12.1345988131;77764463.94569087;1339737325.035185;01/05/2018
2790;12.1924034574;14.7755472079;11.6211070057;12.5458358259;51053896.8260758;1430008898.5541964;01/06/2018
2790;12.5620131071;12.7568634389;9.9729454681;11.7869427569;56951981.51159805;1126186091.620303;01/07/2018
2790;11.7819799778;12.4968444713;7.5994911834;9.4954737477;19370411.568409342;900107664.0883032;01/08/2018
2790;9.5065091818;9.9511164756;7.7740301075;8.6330575664;23238210.190533668;1014331839.6068627;01/09/2018
2790;8.6253339078;9.3262454435;7.9693787748;8.2765885992;18438776.38948729;1055519476.9582077;01/10/2018
2790;8.2829326498;8.6404580301;3.9164476599;4.4869695555;9456447.180484356;587125507.4686229;01/11/2018
2790;4.4941460135;5.8052626907;3.6736699527;5.364598992;33764230.96205983;712411807.2650107;01/12/2018
2790;5.3878333054;6.3531924782;4.7945424596;5.4757419236;45460058.00961861;704632013.3938689;01/01/2019
2790;5.471584265;9.9837634399;5.3944195428;9.1141836731;87895338.00492464;1278166793.1796162;01/02/2019
2790;9.1080200142;15.6551483563;9.0804244376;15.5033045174;175874054.48884958;2160444515.3132095;01/03/2019
2790;15.5126698401;22.7054559078;14.7151998949;19.7296871303;169578341.98470703;2783364571.3441415;01/04/2019
2790;19.7376242476;31.8835026011;16.4429658642;29.2565563103;449409157.75025254;4122555509.1832614;01/05/2019
2790;29.2560865684;34.7486369098;25.9325680128;28.5472115174;256071521.32749483;4091754963.3172894;01/06/2019
2790;28.5547381734;30.4258596405;22.2169401821;24.9734012742;178629993.31136292;3784483700.9482245;01/07/2019
2790;24.950054849;27.9801029932;19.2450376824;19.3137032643;151376757.98646748;2987653535.074749;01/08/2019
2790;19.3071769139;21.3246920811;13.5753772851;14.5534328167;112915652.42822967;2240736700.6369915;01/09/2019
2790;14.5715030689;18.8584499802;13.8259588775;17.9280689694;229567695.39486054;2853951526.5933056;01/10/2019
2790;17.9206642156;19.6452494567;12.8716649579;14.2636872926;191294993.4771299;2190915010.865061;01/11/2019
2790;14.2884011971;14.5052834601;10.9291475759;12.2350769962;150912979.31909087;1937849345.9800708;01/12/2019
2790;12.2380354124;17.0900889482;11.6276762707;16.4135384554;218393901.38891974;2524509415.2905135;01/01/2020
2790;16.4061684512;24.940981463;16.357514404;17.7588344765;526556330.35643464;2745397492.5796084;01/02/2020
2790;17.75024163;19.1842122719;6.2908874618;11.4073521543;337842549.1406402;1774516455.3193696;01/03/2020
2790;11.4103969029;16.6905332441;11.034276718;15.5660898106;451656137.95222974;2402777783.082088;01/04/2020
2790;15.5762762165;16.30659933;13.2185652077;15.3262004171;280168363.05329174;2421822998.5109744;01/05/2020
2790;15.3538891126;16.254668657;13.3897235288;13.7188588434;136347059.43634537;2156419855.487758;01/06/2020
2790;13.7161883401;17.5666685642;13.5579380475;17.5469049326;204531585.97079232;2656651402.10531;01/07/2020
2790;17.9046913739;22.36782617;0.1801060123;17.9797867824;6067589958.015671;2631316717.962753;01/08/2020
2790;17.9703679687;28.1047475745;16.1226207993;24.9831554558;18461126215.869637;3543299073.9619603;01/09/2020
2790;25.0127689504;27.3325539613;22.0958670858;24.3470138374;13099880071.519728;3502303455.7034855;01/10/2020
2790;24.3470138288;29.6434898379;22.2330404101;26.2965123795;9953982254.555235;3882103146.6523;01/11/2020
2790;26.3131384444;32.2534855823;22.0862632149;30.5972167697;10930074809.878342;4521306834.247384;01/12/2020
2790;30.5960209038;38.8089308457;28.9102207395;36.517997065;27482712672.973278;5601155763.387304;01/01/2021
2790;36.5501570786;282.7752003311;35.8862193199;173.3783896274;100660521959.59122;26715015886.790802;01/02/2021
2790;173.6463131633;269.9626935267;173.6463131633;257.5586375629;90699062870.15297;38606978828.98784;01/03/2021
2790;257.7646193997;535.5306022668;257.2053718785;519.2231690383;152433288792.1273;81662491853.10193;01/04/2021
2790;517.8826398268;568.2735767182;175.2829270821;289.628806464;122186906465.5877;45231294237.61941;01/05/2021
2790;289.2143911621;354.6474108019;190.1499306245;255.8270392148;64754495516.33921;38042452138.197426;01/06/2021
2790;256.0089417395;287.3628668812;216.8248196657;281.0732251262;44750436323.16936;47302170387.18793;01/07/2021
2790;280.0140712695;440.8380904466;267.8636036958;393.1796841262;58471885152.894226;65800954509.77689;01/08/2021
2790;393.1170687423;429.2150425554;273.3498316526;334.4047775516;50741391369.63238;55104522541.178566;01/09/2021
2790;334.9225426088;467.0308910029;330.0652205632;453.6727792382;55789380443.58469;75570544427.0041;01/10/2021
2790;454.0670235979;579.4446336413;443.4109515086;549.481868603;69576211726.27232;89874010990.34167;01/11/2021
2790;548.8163715455;574.1358462481;437.6087948796;449.8949836572;56372983797.85258;75333628544.30824;01/12/2021
2790;450.0726087285;468.9408539716;299.0699985185;334.1649448417;73944756392.92215;54479379666.92292;01/01/2022
2790;334.0374368553;389.1190596016;288.6931348316;352.6908417779;42472251512.372955;58171480205.39444;01/02/2022
2790;352.7835708334;404.2963659704;329.7958175326;387.3391152448;48214053915.0072;63152288218.01134;01/03/2022
2790;387.5307557336;419.0272650915;358.2878509774;358.2878509774;49820091571.455055;55702315816.90232;01/04/2022
2790;358.2857902005;389.3142013634;206.8132525184;298.4995099012;60486744067.71529;49629501642.365395;01/05/2022
2790;298.5408475569;301.8877579671;175.819432098;209.2934347282;35966187126.166885;33356263835.891006;01/06/2022
2790;209.4971803767;294.9918237208;205.9805041857;277.7836755934;37264830043.707405;43661209258.16508;01/07/2022
2790;277.8550822542;324.7404185359;273.3903179986;278.17000737;37431441681.687996;44134305454.525024;01/08/2022
2790;278.245745751;295.2765411655;257.8521706712;289.9329855602;25719155462.79653;45685698721.118515;01/09/2022
2790;290.0157309886;338.3327874027;265.8146142037;330.0805878712;24866178397.11602;53265300222.07294;01/10/2022
2790;330.0522550715;385.5735374937;244.6125975572;288.4954730967;43217021671.84874;48674915733.08228;01/11/2022
2790;288.4962227422;289.0116923662;208.5043596067;229.6642053135;21501685257.994007;37801015937.556854;01/12/2022
2790;229.6490250583;296.7612813723;225.7226600177;287.5908114569;16351225636.440632;45981748732.373116;01/01/2023
2790;287.4817033626;311.5701544582;264.7587987686;285.017605878;15368881129.227242;43821794542.34263;01/02/2023
2790;285.074708336;321.7868859856;250.6736507323;291.7322783774;17467001170.379704;47328309067.778076;01/03/2023
2790;291.7504934236;318.8707044017;275.6062040634;306.6577802225;19987979745.121075;48425447872.008385;01/04/2023
2790;306.6130753498;308.3627863489;276.0579825567;286.9574996528;13166111276.538961;43436645869.034836;01/05/2023
2790;286.9811573993;286.9811573993;206.0460073828;220.1907366896;15643164927.825682;35032493923.02536;01/06/2023
2790;220.2064248971;232.2747841779;212.6878562143;219.2505301404;14524332036.178118;33983332904.457424;01/07/2023
2790;219.240372295;225.9949183861;188.4143082623;199.7434460358;12735075280.674074;30298800584.099735;01/08/2023
2790;199.7321702951;207.1076675542;190.0940646989;203.0383560418;10542862484.811848;30476000961.760265;01/09/2023
2790;203.0185193397;221.5777089822;193.2647318918;214.0688446399;10404443866.592588;32467569915.076843;01/10/2023
2790;214.0353581995;246.6806319475;208.9681937656;208.9681937656;21844213930.516262;32650393335.67072;01/11/2023
2790;209.0210617168;303.5549996195;208.0479166698;283.0636155268;29822988186.893566;43508312772.07396;01/12/2023
