name;open;high;low;close;volume;marketCap;timestamp
2790;3.2585382969;3.3069147331;1.8278456404;2.2752443705;0;40744312.67092069;01/05/2013
2790;2.2640554847;2.7329928085;1.5114799963;2.2914892267;0;43648692.92035398;01/06/2013
2790;2.3133149153;2.5344838539;1.8173045013;2.1569022559;0;43939409.24815498;01/07/2013
2790;2.1611474422;2.346309773;1.8655077231;1.9546335715;0;40483558.793894276;01/08/2013
2790;1.9597776341;2.414215415;1.6460913489;1.7399571736;0;38613695.415689535;01/09/2013
2790;1.7330844021;1.9205436624;1.1917390944;1.7380559918;0;39434818.03254438;01/10/2013
2790;1.7269480508;39.1592980837;1.712586571;29.7796002497;0;700335180.5420533;01/11/2013
2790;29.8575307897;33.6542788506;7.0018696162;17.7146392041;5480072.11715358;438015627.10280377;01/12/2013
2790;17.7152206789;23.5611088631;14.2881659542;16.4137936805;2148217.4039580906;407887136.37951106;01/01/2014
2790;16.3878390291;17.3408231074;8.3047813936;9.5844807754;4857018.909899889;256289106.14757138;01/02/2014
2790;9.5834664341;15.0776752292;8.878266216;9.2534484409;5251985.219533401;249977640.81292567;01/03/2014
2790;9.2759950889;10.2778784395;5.8707064086;7.8622631343;5512961.080453093;221295024.7603834;01/04/2014
2790;7.880075325;8.6553950377;7.0855425511;8.019735598;3185389.774284272;227568410.42042258;01/05/2014
2790;8.0165079387;8.6093333798;6.4213522789;6.5357342003;3145678.650036684;195483100.8730741;01/06/2014
2790;6.5465743216;6.8702505933;4.9700579492;5.6300641958;2226230.8254200146;169153978.8312637;01/07/2014
2790;5.6290558854;8.1673370148;2.6765014294;3.7009904742;4612100.388407529;114758779.952196;01/08/2014
2790;3.6990477257;4.283854591;3.2390007766;3.5434985863;1871415.5111991467;110809145.02514094;01/09/2014
2790;3.5405132564;3.5712789103;2.7811427236;2.9974448647;1824437.7573645867;99295364.73709218;01/10/2014
2790;2.9995688155;3.495275754;2.7736771589;2.8758263751;963182.6892366656;97918718.30086234;01/11/2014
2790;2.8754241216;3.0633959213;2.1939709854;2.2477926637;1268636.911942099;76968577.35424206;01/12/2014
2790;2.2521577578;2.2521577578;0.9447281087;1.660021256;996312.8306878307;55868594.37830688;01/01/2015
2790;1.6646996344;1.7829482987;1.4878167511;1.6443898087;909197.235513025;60135087.019315965;01/02/2015
2790;1.6488833195;1.9273358732;1.4720603504;1.5394504425;1004993.7466499911;55753775.719135255;01/03/2015
2790;1.5372718291;1.5625626041;1.1987681993;1.284080941;1899376.1638733705;51783234.59962756;01/04/2015
2790;1.2871097178;1.72867907;1.2184388731;1.4945042488;1848305.0847457626;57703498.28724353;01/05/2015
2790;1.4955823811;3.8876744355;1.4604857818;3.6711822171;14047553.85177072;150625060.71558964;01/06/2015
2790;3.6701697347;7.8576392678;3.0275438562;4.224503776;4168373.304589958;172105381.3078236;01/07/2015
2790;4.2227198686;4.2273619343;2.2039422128;2.5328135663;1595594.3928636445;108860090.99763335;01/08/2015
2790;2.5369030445;2.8190543293;2.3178239897;2.6952448555;1221569.8503207413;114024674.62580185;01/09/2015
2790;2.6984511072;3.8249589507;2.6532358396;3.4565965024;4857319.366102605;146357658.7698093;01/10/2015
2790;3.4663728339;4.8696726577;2.73830261;3.4272384174;3034090.4960930403;142777721.0884972;01/11/2015
2790;3.4311885278;3.6180203913;3.1160723599;3.2057571956;2524242.997728993;144396875.18925056;01/12/2015
2790;3.2051585137;3.348124207;2.6759487243;2.8200683957;1336219.602063375;124523469.34414148;01/01/2016
2790;2.8397210213;3.2203811094;2.7408065541;3.1662164739;1322803.289291324;142369512.49191537;01/02/2016
2790;3.1697306303;3.1746070335;2.8471193154;2.8631065968;1566724.882801728;135203062.81827375;01/03/2016
2790;2.8529049402;3.7423072848;2.8059044979;3.1948930465;2199331.985584952;146645015.19732794;01/04/2016
2790;3.192928877;4.3777469939;3.1583022144;4.1778727411;4528677.433435181;186851091.47097337;01/05/2016
2790;4.1801022232;5.284253199;3.0602771824;3.7772473806;2573580.668343514;175012528.95256916;01/06/2016
2790;3.7775786221;4.1847101425;3.5775300152;3.5950023926;1730889.1090892712;169608678.09206378;01/07/2016
2790;3.6389700671;3.6389700671;3.1370386803;3.4036390177;1503403.4930586654;161073032.17196596;01/08/2016
2790;3.4029316641;3.764622524;3.3590121966;3.416881563;1887152.5909987448;164594182.89402905;01/09/2016
2790;3.4223605462;3.839702447;3.401671018;3.6411340174;3462910.2552699456;171351929.28044116;01/10/2016
2790;3.6456965774;3.7639790925;3.4027097412;3.6775500629;1693362.5091174324;172815169.91247264;01/11/2016
2790;3.6923404365;4.5612787704;3.1507385429;4.1142301941;8699206.649036646;200701868.1998489;01/12/2016
2790;4.1178732609;4.6991543079;3.4326873773;3.7761688586;15028821.45914582;192387838.0195948;01/01/2017
2790;3.7741109177;3.828801765;3.477322199;3.5689853254;3745777.777777778;174555224.7222222;01/02/2017
