name;open;high;low;close;volume;marketCap;timestamp
2790;0.00425375579809;0.011069004;0.00410552210526;0.0080848249;0;64655054.52000908;01/09/2013
2790;0.0080665678;0.0091813822;0.00422424955727;0.00447191473574;0;35116087.4260355;01/10/2013
2790;0.00447422303868;0.0282479944;0.00411647783732;0.0282479944;0;221018619.18544704;01/11/2013
2790;0.0288177207;0.0451137305;0.008963057;0.0198851139;46817.7202148797;157232842.59327397;01/12/2013
2790;0.0199105789;0.0218352104;0.0129395737;0.0152050424;71688.5186263097;116631266.22526193;01/01/2014
2790;0.0152164627;0.0162281795;0.0078880724;0.0099018261;123739.7107897664;79231138.92473118;01/02/2014
2790;0.0099166785;0.0132252324;0.00631646731576;0.00637776244183;177219.2435878858;49759492.0953485;01/03/2014
2790;0.00637868863446;0.00675872504854;0.00340779843745;0.00386816170946;161198.8091780424;30449465.93813535;01/04/2014
2790;0.00386806096786;0.00561742008545;0.00224751630446;0.00304146721052;145358.0442777818;23371470.750703108;01/05/2014
2790;0.00304099779114;0.00338679187263;0.00276068654769;0.00276090577245;14693.7637564197;21679472.99339692;01/06/2014
2790;0.00276093502509;0.00477898943106;0.0020631304518;0.00387575440632;418276.8444119795;31279466.435354274;01/07/2014
2790;0.0038711757051;0.00411197504304;0.0035490499399;0.00372248043859;84676.5760382432;105808172.45294294;01/08/2014
2790;0.0037223677648;0.0044807273086;0.00351030964183;0.00367751834742;83309.4621362182;102563780.22245924;01/09/2014
2790;0.00367831817268;0.00414857961449;0.00357125491057;0.00388589101665;119611.9733924612;111721336.86252771;01/10/2014
2790;0.00388468522013;0.0122824794;0.0037014770257;0.0090160032;2281491.5362503994;276447847.8441393;01/11/2014
2790;0.0090098917;0.0228344866;0.00651818393788;0.0202033725;515432.2476879775;608799518.8902292;01/12/2014
2790;0.0202173439;0.0202173439;0.0119720901;0.0126687935;460994.5436507937;366174371.04001325;01/01/2015
2790;0.0126584265;0.0136500752;0.0113061044;0.0116114884;460818.7134502924;367485524.2512848;01/02/2015
2790;0.0116064857;0.0116064857;0.00723945059344;0.00723945059344;1214909.773092728;221528411.72949794;01/03/2015
